ID,n,Result vector,Average Runtime [ms],Number of steps,Epsilon,Number of unsatisfied clauses,Best configuration found at,Result Label
1,50,"0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 0 1 1 0 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 0 0 1 0 1 1 0 1 0 1 0 ",8.6834,1000,0,0,709,0.6;50M
1,50,"0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 0 1 1 0 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 0 0 1 0 1 1 0 1 0 1 0 ",8.7843,1000,0,0,709,0.6;50M
10,50,"1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 1 1 1 0 ",9.0025,1050,0,0,366,0.6;50M
100,50,"1 1 0 1 1 1 0 0 1 0 1 1 0 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 0 1 1 0 0 1 0 0 0 1 1 1 0 1 0 1 0 1 1 1 ",9.2656,1050,0,0,1042,0.6;50M
1000,50,"0 1 1 0 1 0 1 0 1 0 1 1 0 0 1 0 1 0 1 1 0 1 0 1 1 1 0 0 1 1 0 0 1 1 1 0 0 0 1 1 1 1 1 1 1 0 1 0 1 1 ",9.4822,1100,0,0,374,0.6;50M
101,50,"1 1 0 1 0 1 1 1 0 1 1 1 0 0 1 1 1 1 1 0 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 0 1 1 1 1 0 0 1 0 1 1 0 1 ",8.0347,950,0,0,933,0.6;50M
102,50,"1 1 1 0 0 1 1 0 0 1 1 1 1 0 1 0 1 0 1 1 1 0 1 1 1 1 1 0 1 1 0 0 0 1 0 1 0 1 1 1 1 1 1 0 1 0 1 0 1 1 ",9.5118,1100,0,0,1085,0.6;50M
103,50,"1 0 0 1 1 0 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 1 1 0 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 ",9.3134,1100,0,0,438,0.6;50M
104,50,"0 0 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 0 0 1 1 0 0 0 1 1 0 1 1 0 0 1 1 1 0 0 0 1 0 1 1 0 1 1 0 ",9.9999,1150,0,0,421,0.6;50M
105,50,"1 1 0 1 0 1 0 1 1 1 1 1 0 1 0 1 1 0 0 0 1 0 1 0 1 1 0 1 1 1 0 1 1 0 1 1 1 0 0 1 1 0 1 0 1 1 1 1 1 0 ",8.7575,1000,0,0,882,0.6;50M
106,50,"1 0 1 1 1 1 0 1 1 0 0 1 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 0 1 0 0 1 1 1 0 1 1 0 1 1 1 0 1 1 0 1 0 1 1 0 ",9.9419,1150,0,0,957,0.6;50M
107,50,"1 1 0 1 0 1 1 0 1 0 1 0 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 0 0 0 0 1 1 1 1 ",10.1374,1150,0,0,1113,0.6;50M
108,50,"1 0 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 1 0 1 1 0 0 1 1 0 1 1 0 0 1 0 1 0 1 0 1 ",9.5603,1100,0,0,668,0.6;50M
109,50,"0 0 0 1 0 0 1 1 0 1 1 1 1 0 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 0 0 0 1 1 0 1 1 1 0 1 1 1 1 0 0 ",10.2942,1150,0,0,939,0.6;50M
11,50,"0 1 0 1 1 0 1 0 1 0 1 1 1 1 1 1 0 1 1 1 0 1 1 0 0 0 1 1 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 0 1 0 1 1 1 0 ",9.0843,1100,0,0,934,0.6;50M
110,50,"0 1 1 0 1 1 0 0 1 0 1 1 0 1 0 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1 0 0 1 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1 0 ",9.8177,1100,0,0,958,0.6;50M
111,50,"1 0 1 0 1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 0 0 1 0 1 0 1 1 1 0 1 0 0 1 1 0 0 1 1 1 1 0 1 0 1 1 1 1 0 1 ",10.8859,1250,0,0,1228,0.6;50M
112,50,"0 1 0 1 1 0 0 0 1 0 1 1 0 1 1 1 0 1 0 0 0 1 0 1 0 0 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 ",8.917,1050,0,0,820,0.6;50M
113,50,"1 0 0 1 1 0 0 0 1 0 1 0 1 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 0 0 1 0 1 1 0 1 0 0 1 ",8.7145,1050,0,0,405,0.6;50M
114,50,"0 0 1 1 0 1 0 0 1 0 1 1 1 0 0 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 ",9.041,1050,0,0,705,0.6;50M
115,50,"0 1 1 1 1 0 0 0 1 1 0 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 1 1 1 1 0 0 0 1 0 1 1 1 1 0 0 1 1 1 0 0 0 0 0 1 ",8.1375,950,0,0,606,0.6;50M
116,50,"0 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1 0 0 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 0 1 0 1 0 1 1 1 0 1 0 ",8.9556,1050,0,0,1034,0.6;50M
117,50,"1 1 1 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 ",10.9435,1250,0,0,1177,0.6;50M
118,50,"1 0 1 0 1 0 1 1 1 0 1 0 0 1 1 1 0 0 0 1 1 1 0 0 0 1 0 1 1 0 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 0 0 1 0 ",9.7071,1100,0,0,1038,0.6;50M
119,50,"1 0 1 1 0 1 0 1 1 0 1 0 0 0 1 0 1 0 0 1 1 0 1 1 1 1 0 0 1 1 0 0 1 1 0 1 1 0 1 0 1 1 0 1 1 0 1 1 0 1 ",9.3019,1050,0,0,1000,0.6;50M
12,50,"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ",8.339,1000,0.12437810945273632,25,0,0.6;50M
120,50,"1 1 1 0 1 0 0 1 0 1 1 0 0 1 0 0 1 0 1 0 1 0 0 0 1 1 0 1 0 0 1 1 0 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 0 ",9.989,1150,0,0,1066,0.6;50M
121,50,"1 1 0 1 1 0 1 1 1 0 1 1 0 1 0 0 1 0 0 1 0 0 1 0 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 0 1 1 ",9.3276,1100,0,0,1074,0.6;50M
122,50,"1 1 0 1 1 1 1 0 0 1 1 1 1 0 1 0 1 0 0 1 0 0 1 0 1 1 0 1 1 1 1 0 0 0 1 1 1 0 1 0 1 0 0 1 0 1 0 1 0 1 ",9.2651,1050,0,0,976,0.6;50M
123,50,"1 1 0 1 0 0 0 1 0 1 0 1 1 0 1 0 0 0 0 0 1 1 0 1 1 1 0 0 1 1 1 1 0 0 0 1 0 1 1 1 1 1 1 0 1 1 1 0 0 0 ",8.5381,1000,0,0,918,0.6;50M
124,50,"0 1 0 0 1 1 1 1 0 1 0 0 0 1 1 0 1 1 0 1 0 1 0 0 0 1 0 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 0 0 1 0 1 1 0 ",8.4813,1000,0,0,784,0.6;50M
125,50,"0 0 0 1 0 0 1 0 0 1 1 0 1 0 1 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 0 0 0 1 0 1 1 1 0 0 1 1 1 1 0 1 0 0 0 ",8.1208,950,0,0,914,0.6;50M
126,50,"1 1 0 0 1 1 0 0 1 0 0 0 0 1 0 1 1 0 1 1 0 1 0 1 0 1 0 0 1 1 0 1 1 0 1 0 1 1 1 1 1 1 0 1 1 0 1 1 0 0 ",8.9182,1050,0,0,897,0.6;50M
127,50,"1 1 0 0 1 0 1 0 1 0 0 1 0 0 1 1 1 1 1 1 1 1 1 0 0 0 1 0 1 1 1 1 0 0 1 1 0 1 1 0 1 0 0 1 1 1 0 0 0 1 ",10.0078,1150,0,0,688,0.6;50M
128,50,"1 0 0 0 1 0 1 0 1 1 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 1 1 1 0 1 1 1 0 0 0 1 0 0 1 1 1 1 1 1 1 0 1 1 1 0 ",9.7369,1100,0,0,1087,0.6;50M
129,50,"1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 0 1 0 1 0 1 0 1 1 1 0 0 1 0 0 1 0 1 1 0 0 1 0 0 1 1 0 1 1 0 1 0 ",9.3705,1100,0,0,838,0.6;50M
13,50,"1 0 0 1 1 0 1 0 1 0 1 0 0 0 1 0 1 1 1 1 0 1 0 1 0 0 0 1 0 1 1 1 0 1 1 0 1 1 0 1 1 1 0 1 0 1 1 1 0 0 ",8.7818,1000,0,0,878,0.6;50M
130,50,"1 1 1 0 1 1 0 1 0 0 1 0 1 1 0 1 0 1 0 1 1 0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 1 1 1 0 0 1 0 0 1 0 1 1 0 ",8.9809,1100,0,0,944,0.6;50M
131,50,"1 0 0 1 0 1 0 0 1 0 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 0 0 1 1 1 1 0 0 1 0 1 0 1 0 0 1 1 1 1 0 0 1 0 1 ",9.2259,1050,0,0,598,0.6;50M
132,50,"0 0 1 1 1 0 0 1 1 1 1 0 0 0 1 1 1 1 0 1 1 1 0 1 0 1 1 1 0 1 0 0 0 1 1 1 0 1 1 1 0 1 1 1 0 1 1 0 1 0 ",8.7006,1000,0,0,776,0.6;50M
133,50,"1 0 0 1 1 0 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 0 0 1 1 1 0 0 0 1 0 1 1 1 1 1 1 0 0 1 1 0 1 1 0 1 0 1 ",9.7177,1100,0,0,1006,0.6;50M
134,50,"1 1 0 1 0 1 1 0 0 0 1 1 0 0 1 1 1 0 1 1 1 0 1 1 0 1 0 1 0 1 1 0 1 0 0 0 1 0 0 0 1 1 0 1 0 0 1 1 1 1 ",8.9768,1050,0,0,999,0.6;50M
135,50,"1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0 ",10.2654,1200,0,0,978,0.6;50M
136,50,"1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 0 0 0 1 1 1 1 0 1 0 1 0 1 1 1 0 1 0 0 1 1 0 1 0 0 0 0 1 0 1 1 1 0 ",9.3312,1100,0,0,992,0.6;50M
137,50,"0 1 1 1 0 0 1 1 1 1 0 1 1 1 0 1 0 1 1 0 1 0 1 0 0 1 1 1 0 1 1 1 0 1 0 0 1 0 1 0 0 1 0 1 0 1 1 1 1 0 ",8.8706,1000,0,0,961,0.6;50M
138,50,"1 0 1 0 1 0 1 1 1 0 1 1 0 1 1 1 0 0 0 1 0 1 0 0 1 1 0 0 1 0 0 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 ",9.1933,1050,0,0,1018,0.6;50M
139,50,"0 0 1 0 0 1 1 1 1 1 0 1 0 1 1 0 0 1 0 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 0 0 1 1 ",7.6234,900,0,0,682,0.6;50M
14,50,"0 1 1 0 1 0 1 1 1 0 1 1 1 1 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 0 0 1 0 0 1 1 1 1 0 1 ",9.3728,1050,0,0,998,0.6;50M
140,50,"1 0 0 1 1 1 0 0 1 1 0 1 0 1 1 1 0 1 1 1 1 0 1 1 1 0 0 1 1 1 1 0 0 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 0 0 ",8.9427,1050,0,0,1020,0.6;50M
141,50,"1 1 0 0 1 1 1 1 0 0 1 1 1 0 1 0 1 1 1 1 0 1 0 0 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 0 1 0 1 1 1 1 0 1 0 1 ",8.6127,1000,0,0,817,0.6;50M
142,50,"1 1 0 1 0 1 0 1 1 1 0 1 1 1 0 1 1 0 0 1 1 1 1 1 1 1 0 0 0 1 0 1 0 1 0 0 1 1 1 1 1 1 0 0 0 1 1 0 1 1 ",8.1065,950,0,0,678,0.6;50M
143,50,"1 0 0 0 1 1 1 0 0 1 0 0 1 1 0 0 1 1 1 0 1 0 1 0 1 1 0 1 1 1 0 1 1 0 1 0 0 1 1 0 1 1 1 1 1 1 0 1 1 1 ",10.4758,1200,0,0,920,0.6;50M
144,50,"1 0 0 1 0 1 1 1 1 0 1 0 1 1 0 0 1 1 0 1 1 1 0 0 1 0 1 1 0 1 1 1 1 1 1 0 1 1 0 1 0 0 0 0 1 1 0 1 0 1 ",9.0031,1050,0,0,785,0.6;50M
145,50,"1 1 0 1 0 0 1 0 1 0 1 1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 1 1 0 0 0 1 1 0 1 1 0 0 1 1 1 1 1 1 1 0 1 1 0 1 ",9.1642,1050,0,0,349,0.6;50M
146,50,"1 1 1 0 1 0 1 0 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0 1 0 0 1 1 0 1 0 1 0 1 0 0 0 1 0 1 1 0 1 1 1 1 0 1 1 0 ",9.2323,1050,0,0,835,0.6;50M
147,50,"1 0 0 1 1 0 1 1 0 1 1 0 1 1 1 1 0 1 1 1 0 1 0 0 1 0 1 0 1 1 0 0 1 1 1 0 0 1 1 1 0 0 0 1 1 1 1 1 1 1 ",9.4246,1100,0,0,1046,0.6;50M
148,50,"1 0 0 1 1 1 0 1 1 0 1 1 1 0 1 1 0 1 1 0 1 0 1 1 0 0 1 1 1 1 0 1 0 0 1 1 0 1 0 0 1 0 1 1 0 1 1 1 1 0 ",7.8823,950,0,0,695,0.6;50M
149,50,"0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 0 1 1 1 0 1 0 0 1 0 1 1 0 0 0 1 0 1 0 1 1 0 1 1 1 1 1 0 1 1 ",8.1621,950,0,0,746,0.6;50M
15,50,"1 1 1 0 1 1 0 1 1 1 0 1 1 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 1 1 1 1 0 1 1 1 0 0 0 1 1 0 1 1 0 1 1 1 ",9.2436,1100,0,0,1051,0.6;50M
150,50,"1 1 0 1 0 1 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 1 0 1 1 1 0 0 1 1 1 0 1 0 1 0 1 1 1 0 1 1 1 1 1 1 0 1 1 0 ",10.168,1150,0,0,890,0.6;50M
151,50,"1 1 1 0 0 0 1 0 1 0 0 1 0 1 0 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 0 ",9.1114,1100,0,0,958,0.6;50M
152,50,"0 1 1 1 0 1 1 1 1 0 0 0 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 1 0 0 0 0 0 0 1 0 1 1 0 1 0 1 0 1 0 0 ",9.2992,1050,0,0,1042,0.6;50M
153,50,"1 1 0 1 0 1 0 0 1 1 0 0 0 1 0 1 0 1 0 0 0 0 0 1 1 1 0 1 0 1 1 1 1 1 0 1 1 0 0 1 1 0 1 1 1 0 1 1 0 1 ",8.5083,1000,0,0,980,0.6;50M
154,50,"0 0 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 1 1 1 1 0 1 1 0 1 0 1 1 1 0 1 1 1 1 0 1 0 1 1 0 1 1 0 0 0 1 1 0 0 ",10.2965,1150,0,0,766,0.6;50M
155,50,"1 0 1 0 1 0 1 1 1 0 1 1 0 1 1 1 1 1 0 0 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 1 1 1 0 0 ",8.6754,1000,0,0,869,0.6;50M
156,50,"0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 0 1 0 ",9.8589,1100,0,0,375,0.6;50M
157,50,"1 1 0 0 0 1 1 0 1 1 0 1 1 1 1 0 0 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1 1 0 0 1 0 1 ",9.5418,1100,0,0,1076,0.6;50M
158,50,"1 1 0 0 1 1 1 1 1 0 0 1 1 0 1 1 1 0 1 1 1 0 0 0 0 1 1 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1 0 ",11.3676,1300,0,0,1223,0.6;50M
159,50,"1 1 0 0 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 0 1 1 1 0 0 0 1 1 1 1 0 1 1 0 1 1 1 0 1 1 0 1 1 1 1 0 1 0 1 0 ",8.9078,1050,0,0,985,0.6;50M
16,50,"1 0 1 1 0 1 1 0 1 0 1 1 1 0 1 1 0 1 0 0 1 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 ",10.2718,1150,0,0,1100,0.6;50M
160,50,"1 1 1 0 1 0 1 0 1 0 1 1 1 0 0 1 0 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 0 0 1 1 0 0 1 0 1 0 0 1 1 0 1 1 1 1 ",9.4551,1100,0,0,1025,0.6;50M
161,50,"1 1 0 1 0 0 1 0 0 1 1 0 1 0 1 0 1 0 0 0 0 1 0 1 1 0 1 0 1 1 0 0 1 1 0 1 0 1 1 0 1 0 0 0 1 1 0 1 0 0 ",9.1364,1050,0,0,987,0.6;50M
162,50,"0 1 1 1 0 1 0 0 1 1 1 1 1 0 0 1 0 0 0 0 0 0 1 1 1 0 1 1 1 1 0 0 0 0 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 1 ",6.4354,750,0,0,102,0.6;50M
163,50,"1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 0 1 0 1 0 0 1 1 1 0 1 1 0 0 0 1 0 1 1 ",10.3441,1200,0,0,967,0.6;50M
164,50,"1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 0 0 0 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0 0 0 0 0 0 0 1 1 0 1 1 0 1 0 1 0 1 ",7.5208,850,0,0,510,0.6;50M
165,50,"1 0 1 1 1 0 1 0 0 0 1 0 0 1 1 1 0 1 0 0 1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 0 1 0 1 1 1 1 1 1 0 0 1 1 ",10.2415,1150,0,0,558,0.6;50M
166,50,"1 1 0 0 1 1 0 1 1 0 1 1 1 0 0 1 1 1 1 0 0 1 0 1 0 1 0 0 0 1 0 1 1 0 0 1 0 1 1 0 1 0 0 1 0 0 0 1 1 0 ",10.6524,1200,0,0,729,0.6;50M
167,50,"0 1 1 0 1 1 1 1 0 1 1 0 0 0 1 0 1 1 1 1 1 0 0 1 0 1 1 1 0 1 1 1 1 0 0 1 0 1 1 0 1 1 0 0 0 0 0 0 1 0 ",9.526,1050,0,0,727,0.6;50M
168,50,"1 1 1 0 1 0 1 0 0 0 1 1 1 0 0 0 1 0 1 1 1 1 0 1 1 1 0 0 1 1 1 1 0 1 1 0 1 0 1 0 1 0 1 1 0 0 1 1 1 1 ",9.8381,1100,0,0,1017,0.6;50M
169,50,"1 1 1 1 0 0 1 0 1 1 1 1 1 0 0 1 0 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 0 1 1 1 0 0 1 0 0 0 0 1 0 0 ",10.3025,1150,0,0,1136,0.6;50M
17,50,"0 1 1 1 0 1 0 0 1 1 1 0 1 0 1 0 0 0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0 0 1 0 1 0 1 1 1 0 1 0 0 ",9.042,1000,0,0,978,0.6;50M
170,50,"0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 0 1 0 1 1 0 0 1 0 0 1 0 0 1 1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 0 ",9.8736,1100,0,0,597,0.6;50M
171,50,"1 1 1 1 1 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 0 1 0 1 0 1 1 1 1 1 0 1 0 ",11.15,1200,0,0,1000,0.6;50M
172,50,"0 0 0 1 0 1 1 0 1 1 1 0 1 1 1 0 1 1 0 1 0 1 0 0 0 1 1 1 0 0 0 1 0 1 1 1 1 1 0 1 0 1 0 0 1 1 1 1 0 0 ",8.2847,950,0,0,776,0.6;50M
173,50,"0 0 0 1 1 0 1 1 0 1 1 0 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 1 0 0 1 1 0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 1 0 0 ",8.8484,1000,0,0,925,0.6;50M
174,50,"1 1 0 0 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 0 0 1 1 0 1 1 1 0 1 1 1 0 0 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 ",10.4337,1150,0,0,1026,0.6;50M
175,50,"1 1 1 1 0 1 1 0 1 1 0 1 1 1 0 0 0 0 1 0 1 0 1 1 1 1 1 1 1 0 0 1 0 0 1 0 1 0 0 1 1 0 1 0 1 0 1 1 1 1 ",8.8901,1050,0,0,507,0.6;50M
176,50,"0 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 0 1 0 1 0 0 1 1 0 0 1 0 1 0 1 1 1 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1 ",8.2299,950,0,0,592,0.6;50M
177,50,"0 0 1 1 1 0 1 1 1 0 1 1 0 1 0 1 0 1 0 0 1 1 1 1 0 0 0 1 1 1 1 0 1 1 0 1 0 1 0 1 1 1 0 1 0 1 1 1 1 1 ",10.3494,1150,0,0,1074,0.6;50M
178,50,"1 0 1 1 0 1 0 0 1 1 0 1 0 1 1 0 1 0 0 1 0 1 1 1 0 0 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 0 0 ",9.7521,1100,0,0,1037,0.6;50M
179,50,"1 0 0 1 1 0 1 1 1 1 1 1 0 1 1 0 0 1 0 1 0 1 1 1 1 0 0 1 0 1 1 1 1 1 0 0 1 1 1 0 1 0 1 1 1 0 1 0 0 1 ",10.0517,1100,0,0,302,0.6;50M
18,50,"0 1 1 0 0 1 0 1 1 1 1 1 0 0 0 0 1 0 1 0 0 1 0 1 1 1 0 1 0 1 1 1 1 1 0 1 0 0 1 1 1 1 1 0 1 1 0 1 0 1 ",9.7573,1100,0,0,984,0.6;50M
180,50,"1 0 0 0 0 1 1 0 1 0 1 1 0 0 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1 0 0 0 0 1 1 0 ",9.1657,1050,0,0,950,0.6;50M
181,50,"1 1 1 1 0 1 1 1 1 0 1 1 0 1 0 1 0 1 1 1 1 0 0 1 1 0 1 1 0 1 1 0 1 0 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 0 ",9.9475,1100,0,0,1073,0.6;50M
182,50,"0 1 1 1 0 1 1 1 1 1 0 0 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 0 1 0 0 1 1 1 0 1 1 1 1 1 1 0 0 0 1 0 1 0 1 ",9.5733,1050,0,0,660,0.6;50M
183,50,"1 0 1 1 1 1 0 1 0 1 1 0 1 0 1 0 0 1 0 1 0 0 1 1 1 1 0 1 0 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 ",11.5679,1300,0,0,1256,0.6;50M
184,50,"1 1 0 0 1 1 1 0 0 1 1 0 1 0 0 1 0 0 1 1 0 1 0 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 0 0 1 ",10.6666,1150,0,0,953,0.6;50M
185,50,"0 1 0 1 1 0 1 1 0 1 1 1 0 1 0 1 1 1 0 0 0 0 1 1 1 0 0 1 0 1 1 1 1 1 0 1 1 1 0 1 1 0 1 0 0 1 1 1 1 0 ",9.4418,1050,0,0,768,0.6;50M
186,50,"1 1 0 1 0 1 1 1 0 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 0 1 0 1 0 1 1 0 1 1 1 0 1 1 0 ",10.4759,1150,0,0,1039,0.6;50M
187,50,"1 0 0 1 1 1 1 0 0 1 1 1 0 0 0 1 0 0 1 0 0 1 0 1 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 0 0 0 1 1 1 1 1 ",9.5793,1000,0,0,622,0.6;50M
188,50,"0 1 1 1 1 1 1 1 0 1 1 1 0 0 0 1 0 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 0 1 1 0 1 1 0 0 0 1 1 1 ",9.3299,1050,0,0,743,0.6;50M
189,50,"0 1 0 0 1 0 1 1 1 0 1 1 0 0 1 0 0 1 0 0 1 0 1 1 0 0 0 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 0 1 ",10.1759,1000,0,0,967,0.6;50M
19,50,"1 1 1 1 1 1 1 0 0 0 1 1 0 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 0 0 1 0 1 1 1 1 0 1 0 0 0 ",10.6365,1150,0,0,1150,0.6;50M
190,50,"0 1 1 0 1 1 1 0 0 0 1 1 0 1 0 1 1 0 0 0 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1 0 1 1 0 0 0 1 1 0 1 1 0 1 0 ",8.7546,1000,0,0,965,0.6;50M
191,50,"1 1 1 1 0 0 1 0 1 0 1 1 0 0 1 1 0 1 1 0 1 1 1 1 0 0 0 1 1 1 1 0 1 1 0 1 1 0 1 1 0 1 1 0 0 1 0 1 0 0 ",8.3914,950,0,0,659,0.6;50M
192,50,"1 1 1 0 1 1 0 1 1 1 1 0 1 1 0 1 1 1 0 1 0 0 1 0 0 0 1 0 0 1 1 1 0 1 1 0 1 1 1 1 0 0 1 1 1 1 0 1 1 0 ",8.6605,1000,0,0,969,0.6;50M
193,50,"0 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 0 1 0 0 0 1 0 0 1 1 0 0 1 1 0 1 0 0 1 1 0 1 0 1 1 1 1 0 1 ",9.7198,1100,0,0,1067,0.6;50M
194,50,"0 1 0 1 0 0 1 0 1 0 1 1 0 1 1 0 1 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 1 1 1 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 ",9.9236,1100,0,0,1082,0.6;50M
